2018/08/20,一,早餐,露易莎,80,741
2018/08/20,一,午餐,饗家,105,
2018/08/20,一,晚餐,狗麻吉 - Power Men,109,
2018/08/20,一,藥局,眼藥水;皮膚炎,275,
2018/08/20,一,加油,,90,
2018/08/20,一,飲料,紅豆水,82,
2018/08/21,二,早餐,露易莎,80,1329
2018/08/21,二,午餐,八方雲集,85,
2018/08/21,二,晚餐,刈包,55,
2018/08/21,二,狗麻吉預購,狗麻吉 - 讚岐,1109,
2018/08/22,三,早餐,麥味登,89,148
2018/08/22,三,午餐,麥當當,59,
